id_cliente,ind_empleado,pais_residencia,sexo,fecha_alta,conyuemp,canal_entrada,indfall,aparece_en_train,aparece_en_test
1052347,N,ES,V,2012-08-17,,KHD,N,1,0
1052349,N,ES,H,2012-08-17,,KHE,N,1,0
1052350,N,ES,V,2012-08-17,,KHD,N,1,0
1052352,N,ES,H,2012-08-17,,KHD,N,1,0
1052354,N,ES,V,2012-08-17,,KHD,N,1,0
1052356,N,ES,H,2012-08-17,,KHE,N,1,0
1052357,N,ES,H,2012-08-17,,KHE,N,1,0
1052358,N,ES,H,2012-08-17,,KHE,N,1,0
1052359,N,ES,H,2012-08-17,,KHD,N,1,0
1052361,N,ES,V,2012-08-17,,KHE,N,1,0
1052362,N,ES,V,2012-08-17,,KHD,N,1,0
1052366,N,ES,H,2012-08-17,,KHD,N,1,0
1052368,N,ES,H,2012-08-17,,KHE,N,1,0
1052369,N,ES,H,2012-08-17,,KHD,N,1,0
1052371,N,ES,V,2012-08-17,,KHD,N,1,0
1052373,N,ES,V,2012-08-17,,KHD,N,1,0
1052375,N,ES,V,2012-08-17,,KHD,N,1,0
1052377,N,ES,V,2012-08-17,,KHD,N,1,0
1052379,N,ES,V,2012-08-17,,KHD,N,1,0
1052381,N,ES,V,2012-08-17,,KHE,N,1,0
1052382,N,ES,H,2012-08-17,,KHD,N,1,0
1052384,N,ES,H,2012-08-17,,KHD,N,1,0
1052386,N,ES,H,2012-08-17,,KHD,N,1,0
1052387,N,ES,V,2012-08-17,,KHD,N,1,0
1052388,N,ES,H,2012-08-17,,KHE,N,1,0
1052389,N,ES,V,2012-08-17,,KHE,N,1,0
1052390,N,ES,V,2012-08-17,,KHD,N,1,0
1052392,N,ES,H,2012-08-17,,KHD,N,1,0
1052396,N,ES,H,2012-08-17,,KHE,N,1,0
1052397,N,ES,V,2012-08-17,,KHD,N,1,0
1052399,N,ES,V,2012-08-17,,KHE,N,1,0
1052400,N,ES,V,2012-08-17,,KHD,N,1,0
1052402,N,ES,V,2012-08-17,,KHE,N,1,0
1052403,N,ES,V,2012-08-17,,KHD,N,1,0
1052405,N,ES,V,2012-08-17,,KHD,N,1,0
1052407,N,ES,V,2012-08-17,,KHE,N,1,0
1052408,N,ES,H,2012-08-17,,KHD,N,1,0
1052410,N,ES,H,2012-08-17,,KHD,N,1,0
1052412,N,ES,H,2012-08-17,,KHE,N,1,0
1052413,N,ES,V,2012-08-17,,KHD,N,1,0
1052415,N,ES,H,2012-08-17,,KHD,N,1,0
1052417,N,ES,V,2012-08-17,,KHE,N,1,0
1169510,N,ES,V,2013-08-26,,KHE,N,0,1
1169512,N,ES,V,2013-08-26,,KHE,N,0,1
1169514,N,ES,H,2013-08-26,,KHE,N,0,1
1169516,N,ES,H,2013-08-26,,KHE,N,0,1
1169518,N,ES,H,2013-08-26,,KHE,N,0,1
1169520,N,ES,H,2013-08-26,,KHE,N,0,1
1169522,N,ES,V,2013-08-26,,KFC,N,0,1
1169523,N,ES,H,2013-08-26,,KHE,N,0,1
1169525,N,ES,V,2013-08-26,,KHE,N,0,1
1169529,N,ES,H,2013-08-26,,KHE,N,0,1
1169531,N,ES,H,2013-08-26,,KHE,N,0,1
1169533,N,ES,H,2013-08-26,,KHE,N,0,1
1169540,N,ES,H,2013-08-26,,KFC,N,0,1
1169541,N,ES,H,2013-08-26,,KHE,N,0,1
1169542,N,ES,H,2013-08-26,,KHE,N,0,1
1169543,N,ES,H,2013-08-26,,KHE,N,0,1
1169544,N,ES,V,2013-08-26,,KFC,N,0,1
1169546,N,ES,V,2013-08-26,,KHE,N,0,1
1169548,N,ES,V,2013-08-26,,KFC,N,0,1
1169549,N,ES,H,2013-08-26,,KHE,N,0,1
1169551,N,ES,V,2013-08-26,,KFC,N,0,1
1169553,N,ES,H,2013-08-26,,KHE,N,0,1
1169555,N,ES,H,2013-08-26,,KHE,N,0,1
1169557,N,ES,H,2013-08-26,,KHE,N,0,1
1169559,N,ES,H,2013-08-26,,KFC,N,0,1
1169560,N,ES,V,2013-08-26,,KHE,N,0,1
1169563,N,ES,H,2013-08-26,,KHE,N,0,1
1169566,N,ES,V,2013-08-26,,KFC,N,0,1
1169567,N,ES,H,2013-08-26,,KHE,N,0,1
1169569,N,ES,H,2013-08-26,,KHE,N,0,1
1169571,N,ES,V,2013-08-26,,KFC,N,0,1
1169572,N,ES,H,2013-08-26,,KHE,N,0,1
1169574,N,ES,H,2013-08-26,,KHE,N,0,1
1169576,N,ES,H,2013-08-26,,KFC,N,0,1
1169577,N,ES,H,2013-08-26,,KHE,N,0,1
1169579,N,ES,V,2013-08-26,,KFC,N,0,1
1169580,N,ES,H,2013-08-26,,KHE,N,0,1
1169582,N,ES,V,2013-08-26,,KHE,N,0,1
1169584,N,ES,H,2013-08-26,,KHE,N,0,1
1169586,N,ES,V,2013-08-26,,KHE,N,0,1
1169588,N,ES,H,2013-08-26,,KHE,N,0,1
1169590,N,ES,V,2013-08-26,,KHE,N,0,1
1169592,N,ES,V,2013-08-26,,KHE,N,0,1
1169594,N,ES,V,2013-08-26,,KHE,N,0,1
1169596,N,ES,H,2013-08-26,,KHE,N,0,1
1169598,N,ES,V,2013-08-26,,KFC,N,0,1
1169602,N,ES,H,2013-08-26,,KHE,N,0,1
1169603,N,ES,H,2013-08-26,,KHE,N,0,1
1169606,N,ES,V,2013-08-26,,KHE,N,0,1
1169608,N,ES,H,2013-08-26,,KHE,N,0,1
1169610,N,ES,V,2013-08-26,,KHE,N,0,1
1169612,N,ES,V,2013-08-26,,KHE,N,0,1
1169614,N,ES,H,2013-08-26,,KHE,N,0,1
1169616,N,ES,H,2013-08-26,,KHE,N,0,1
1169618,N,ES,V,2013-08-26,,KAT,N,0,1
1169619,N,ES,V,2013-08-26,,KFC,N,0,1
1169620,N,ES,H,2013-08-26,,KHE,N,0,1
1169622,N,ES,V,2013-08-26,,KHE,N,0,1
1169625,N,ES,H,2013-08-26,,KFA,N,0,1
1169627,N,ES,V,2013-08-26,,KFA,N,0,1
1169629,N,ES,V,2013-08-26,,KAT,N,0,1
1169630,N,ES,V,2013-08-26,,KHE,N,0,1
1169632,N,ES,V,2013-08-26,,KHE,N,0,1
1169633,N,ES,H,2013-10-01,,KHE,N,0,1
1169634,N,ES,V,2013-08-26,,KHE,N,0,1
1169636,N,ES,H,2013-08-26,,KHE,N,0,1
1169638,N,ES,V,2013-08-26,,KHE,N,0,1
1169640,N,ES,H,2013-08-26,,KHE,N,0,1
1169642,N,ES,H,2013-08-26,,KHE,N,0,1
1169644,N,ES,H,2013-08-26,,KHE,N,0,1
1169646,N,ES,H,2013-08-26,,KHE,N,0,1
1169648,N,ES,H,2013-08-26,,KHE,N,0,1
1169650,N,ES,V,2013-08-26,,KAT,N,0,1
1169651,N,ES,V,2016-01-22,,KAT,N,0,1
1169652,N,ES,V,2013-08-26,,KHE,N,0,1
1169654,N,ES,H,2013-08-26,,KHE,N,0,1
1169655,N,ES,V,2015-03-10,,KAT,N,0,1
1169656,N,ES,H,2013-08-26,,KHE,N,0,1
1169659,N,ES,H,2013-08-26,,KHE,N,0,1
1169663,N,ES,V,2013-08-26,,KAT,N,0,1
1169665,N,ES,H,2013-08-27,,KHE,N,0,1
1169667,N,ES,V,2013-08-27,,KHE,N,0,1
1169669,N,ES,H,2013-08-27,,KHE,N,0,1
1169671,N,ES,V,2013-08-27,,KHE,N,0,1
1169672,N,ES,H,2013-08-27,,KHE,N,0,1
1169673,N,ES,H,2013-08-27,,KHE,N,0,1
1169675,N,ES,H,2013-08-27,,KHE,N,0,1
1169677,N,ES,V,2013-09-06,,KFA,N,0,1
1169678,N,ES,H,2013-08-27,,KHE,N,0,1
1169680,N,ES,H,2013-08-27,,KHE,N,0,1
1169681,N,ES,H,2013-08-27,,KHE,N,0,1
1169683,N,ES,H,2013-08-27,,KHE,N,0,1
1169687,N,ES,H,2013-08-27,,KHE,N,0,1
1169689,N,ES,V,2013-08-27,,KHE,N,0,1
1169691,N,ES,H,2013-08-27,,KHE,N,0,1
1169693,N,ES,V,2013-08-27,,KHE,N,0,1
1169695,N,ES,V,2013-08-27,,KHE,N,0,1
1169697,N,ES,H,2013-08-27,,KHE,N,0,1
1169699,N,ES,V,2013-08-27,,KHE,N,0,1
1169700,N,ES,V,2013-08-27,,KHE,N,0,1
1169702,N,ES,H,2013-08-27,,KHE,N,0,1
1169703,N,ES,V,2013-08-27,,KHE,N,0,1
1169704,N,ES,H,2013-08-27,,KHE,N,0,1
1169706,N,ES,V,2013-08-27,,KHE,N,0,1
1169707,N,ES,V,2013-08-27,,KHE,N,0,1
1169709,N,ES,H,2013-08-27,,KHE,N,0,1
1169711,N,ES,H,2013-08-27,,KHE,N,0,1
1169713,N,ES,V,2013-08-27,,KHE,N,0,1
1169714,N,ES,V,2013-08-27,,KHE,N,0,1
1169715,N,ES,V,2013-08-27,,KHE,N,0,1
1169717,N,ES,H,2013-08-27,,KHE,N,0,1
1169719,N,ES,V,2013-08-27,,KHE,N,0,1
1169720,N,ES,H,2013-08-27,,KHE,N,0,1
1169721,N,ES,V,2013-08-27,,KHE,N,0,1
1169722,N,ES,V,2013-08-27,,KHE,N,0,1
1169723,N,ES,H,2013-08-27,,KHE,N,0,1
1169725,N,ES,V,2013-08-27,,KHE,N,0,1
1169726,N,ES,H,2013-08-27,,KHE,N,0,1
1169728,N,ES,H,2013-08-27,,KHE,N,0,1
1169729,N,ES,H,2013-08-27,,KHE,N,0,1
1169730,N,ES,V,2013-08-27,,KHE,N,0,1
1169731,N,ES,V,2013-08-27,,KHE,N,0,1
1169732,N,ES,V,2013-08-27,,KHE,N,0,1
1169733,N,ES,H,2013-08-27,,KHE,N,0,1
1169735,N,ES,V,2013-08-27,,KHE,N,0,1
1169736,N,ES,H,2013-08-27,,KHE,N,0,1
1169738,N,ES,V,2013-08-27,,KHE,N,0,1
1169739,N,ES,V,2013-08-27,,KHE,N,0,1
1169740,N,ES,V,2013-08-27,,KHE,N,0,1
1169742,N,ES,V,2013-08-27,,KHE,N,0,1
1169743,N,ES,V,2013-08-27,,KHE,N,0,1
1169744,N,ES,V,2013-08-27,,KHE,N,0,1
1169745,N,ES,H,2013-08-27,,KHE,N,0,1
1169746,N,ES,H,2013-08-27,,KHE,N,0,1
1169747,N,ES,V,2013-08-27,,KHE,N,0,1
1169749,N,ES,H,2013-08-27,,KHE,N,0,1
1169751,N,ES,V,2013-08-27,,KHE,N,0,1
1169752,N,ES,H,2013-08-27,,KHE,N,0,1
1169754,N,ES,V,2013-08-27,,KHE,N,0,1
1169755,N,ES,H,2013-08-27,,KHE,N,0,1
1169757,N,ES,V,2013-08-27,,KHE,N,0,1
1169759,N,ES,H,2013-08-27,,KHE,N,0,1
1169761,N,ES,V,2013-08-27,,KHE,N,0,1
1169763,N,ES,H,2013-08-27,,KHE,N,0,1
1169765,N,ES,H,2013-08-27,,KHE,N,0,1
1169766,N,ES,V,2013-08-27,,KHE,N,0,1
1169768,N,ES,V,2013-08-27,,KHE,N,0,1
1169769,N,ES,V,2013-08-27,,KHE,N,0,1
1169770,N,ES,V,2013-08-27,,KHE,N,0,1
1169771,N,ES,H,2013-08-27,,KHE,N,0,1
1169773,N,ES,H,2013-08-27,,KHE,N,0,1
1169775,N,ES,H,2013-08-27,,KHE,N,0,1
1169779,N,ES,V,2013-08-27,,KHE,N,0,1
1169780,N,ES,H,2013-08-27,,KFC,N,0,1
1169782,N,ES,H,2013-08-27,,KHE,N,0,1
1169784,N,ES,H,2013-08-27,,KHE,N,0,1
1169786,N,ES,V,2013-08-27,,KHE,N,0,1
1169787,N,ES,H,2013-08-27,,KHE,N,0,1
1169789,N,ES,H,2013-08-27,,KHE,N,0,1
1169791,N,ES,V,2013-08-27,,KHE,N,0,1
1169792,N,ES,H,2013-08-27,,KHE,N,0,1
1169794,N,ES,V,2013-08-27,,KHE,N,0,1
1169795,N,ES,H,2013-08-27,,KHE,N,0,1
1169797,N,ES,H,2013-08-27,,KHE,N,0,1
1169798,N,ES,V,2013-08-27,,KHE,N,0,1
1169799,N,ES,V,2013-08-27,,KHE,N,0,1
1169800,N,ES,H,2013-08-27,,KHE,N,0,1
1169801,N,ES,H,2013-08-27,,KHE,N,0,1
1169802,N,ES,H,2013-08-27,,KHE,N,0,1
1169805,N,ES,V,2013-08-27,,KHE,N,0,1
1169806,N,ES,H,2013-08-27,,KHE,N,0,1
1169808,N,ES,V,2013-08-27,,KHE,N,0,1
1169809,N,ES,H,2013-08-27,,KHE,N,0,1
1169811,N,ES,H,2013-08-27,,KHE,N,0,1
1169812,N,ES,H,2013-08-27,,KHE,N,0,1
1169814,N,ES,H,2013-08-27,,KHE,N,0,1
1169815,N,ES,H,2013-08-27,,KHE,N,0,1
1169817,N,ES,V,2013-08-27,,KHE,N,0,1
1169819,N,ES,V,2013-08-27,,KAT,N,0,1
1169820,N,ES,H,2013-08-27,,KHE,N,0,1
1169821,N,ES,V,2013-08-27,,KHE,N,0,1
1169822,N,ES,H,2013-08-27,,KHE,N,0,1
1169824,N,ES,V,2013-08-27,,KHE,N,0,1
1169825,N,ES,V,2013-08-27,,KHE,N,0,1
1169826,N,ES,V,2013-08-27,,KHE,N,0,1
1169828,N,ES,V,2013-08-27,,KHE,N,0,1
1169830,N,ES,V,2013-08-27,,KHE,N,0,1
1169831,N,ES,V,2013-08-27,,KHE,N,0,1
1169833,N,ES,H,2013-08-27,,KHE,N,0,1
1169835,N,ES,H,2013-08-27,,KHE,N,0,1
1169837,N,ES,V,2013-08-27,,KHE,N,0,1
1169838,N,ES,H,2013-08-27,,KHE,N,0,1
1169842,N,ES,H,2013-08-27,,KHE,N,0,1
1169844,N,ES,H,2013-08-27,,KHE,N,0,1
1169846,N,ES,H,2013-08-27,,KHE,N,0,1
1169847,N,ES,H,2013-08-27,,KHE,N,0,1
1169851,N,ES,H,2013-08-27,,KHE,N,0,1
1169853,N,ES,H,2013-08-27,,KHE,N,0,1
1169855,N,ES,H,2013-08-27,,KHE,N,0,1
1169856,N,ES,H,2013-08-27,,KHE,N,0,1
1169858,N,ES,H,2013-09-05,,KAT,N,0,1
1169859,N,ES,H,2013-08-27,,KHE,N,0,1
1169861,N,ES,H,2013-08-27,,KHE,N,0,1
1169862,N,ES,H,2013-08-27,,KHE,N,0,1
1169863,N,ES,H,2013-08-27,,KHE,N,0,1
1169865,N,ES,V,2013-08-27,,KHE,N,0,1
1169866,N,ES,H,2013-08-27,,KHE,N,0,1
1169868,N,ES,H,2013-08-27,,KHE,N,0,1
1169869,N,ES,V,2013-08-27,,KHE,N,0,1
1169871,N,ES,V,2013-08-27,,KHE,N,0,1
1169872,N,ES,H,2013-08-27,,KHE,N,0,1
1169874,N,ES,V,2013-08-27,,KHE,N,0,1
1169875,N,ES,H,2013-08-27,,KHE,N,0,1
1169876,N,ES,H,2013-08-27,,KHE,N,0,1
1169878,N,ES,V,2013-08-27,,KHE,N,0,1
1169879,N,ES,H,2013-08-27,,KHE,N,0,1
1169880,N,ES,H,2013-08-27,,KHE,N,0,1
1169882,N,ES,H,2013-08-27,,KHE,N,0,1
1169883,N,ES,V,2013-08-27,,KHE,N,0,1
1169884,N,ES,V,2013-08-27,,KHE,N,0,1
1169886,N,ES,H,2013-08-27,,KHE,N,0,1
1169887,N,ES,V,2013-08-27,,KHE,N,0,1
1169888,N,ES,H,2013-08-27,,KHE,N,0,1
1169889,N,ES,H,2013-08-27,,KHE,N,0,1
1169890,N,ES,H,2013-08-27,,KHE,N,0,1
1169891,N,ES,H,2013-08-27,,KFA,N,0,1
1169893,N,ES,V,2013-08-27,,KHE,N,0,1
1169894,N,ES,V,2013-08-27,,KHE,N,0,1
1169896,N,ES,H,2013-08-27,,KHE,N,0,1
1169898,N,ES,H,2013-08-27,,KHE,N,0,1
1169899,N,ES,V,2013-08-27,,KHE,N,0,1
1169901,N,ES,V,2013-08-27,,KHE,N,0,1
1169902,N,ES,H,2013-08-27,,KHE,N,0,1
1169903,N,ES,V,2013-08-27,,KHE,N,0,1
1169905,N,ES,V,2013-08-27,,KHE,N,0,1
1169906,N,ES,V,2013-08-27,,KHE,N,0,1
1169907,N,ES,V,2013-08-27,,KHE,N,0,1
1169908,N,ES,H,2013-08-27,,KHE,N,0,1
1169910,N,ES,V,2013-08-27,,KHE,N,0,1
1169911,N,ES,H,2013-08-27,,KHE,N,0,1
1169912,N,ES,V,2013-08-27,,KHE,N,0,1
1169913,N,ES,H,2013-08-27,,KHE,N,0,1
1169915,N,ES,H,2013-08-27,,KHE,N,0,1
1169916,N,ES,V,2013-08-27,,KHE,N,0,1
1169917,N,ES,H,2013-08-27,,KHE,N,0,1
1169918,N,ES,H,2013-08-27,,KHE,N,0,1
1169919,N,ES,V,2013-08-27,,KHE,N,0,1
1169920,N,ES,H,2013-08-27,,KHE,N,0,1
1169921,N,ES,H,2013-08-27,,KHE,N,0,1
1169922,N,ES,V,2013-08-27,,KHE,N,0,1
1169924,N,ES,V,2013-08-27,,KHE,N,0,1
1169925,N,ES,H,2013-08-27,,KHE,N,0,1
1169927,N,ES,V,2013-08-27,,KHE,N,0,1
1169929,N,ES,V,2013-08-27,,KHE,N,0,1
1169930,N,ES,V,2013-08-27,,KHE,N,0,1
1169931,N,ES,V,2013-08-27,,KHE,N,0,1
1169933,N,ES,V,2013-08-27,,KHE,N,0,1
1169935,N,ES,H,2013-08-27,,KHE,N,0,1
1169937,N,ES,H,2013-08-27,,KHE,N,0,1
1169938,N,ES,V,2013-08-27,,KHE,N,0,1
1169940,N,ES,V,2013-08-27,,KHE,N,0,1
1169941,N,ES,H,2013-08-27,,KHE,N,0,1
1169943,N,ES,H,2013-08-27,,KHE,N,0,1
1169944,N,ES,H,2013-08-27,,KHE,N,0,1
1169946,N,ES,H,2013-08-27,,KHE,N,0,1
1169948,N,ES,H,2013-08-27,,KHE,N,0,1
1169949,N,ES,H,2013-08-27,,KHE,N,0,1
1169951,N,ES,H,2013-08-27,,KHE,N,0,1
1169952,N,ES,H,2013-08-27,,KHE,N,0,1
1169954,N,ES,V,2013-08-27,,KHE,N,0,1
1169956,N,ES,H,2013-08-27,,KHE,N,0,1
1169957,N,ES,H,2013-08-27,,KFA,N,0,1
1169958,N,ES,H,2013-08-27,,KHE,N,0,1
1169960,N,ES,V,2013-08-27,,KHE,N,0,1
1169961,N,ES,V,2013-08-27,,KHE,N,0,1
1169963,N,ES,V,2013-08-27,,KHE,N,0,1
1169965,N,ES,H,2013-08-27,,KHE,N,0,1
1169966,N,ES,H,2013-08-27,,KHE,N,0,1
1169968,N,ES,V,2013-08-27,,KFA,N,0,1
1169969,N,ES,H,2013-08-27,,KHE,N,0,1
1169970,N,ES,H,2013-08-27,,KHE,N,0,1
1169971,N,ES,H,2013-08-27,,KHE,N,0,1
1169972,N,ES,H,2013-08-27,,KHE,N,0,1
1169974,N,ES,V,2013-08-27,,KHE,N,0,1
1169976,N,ES,V,2013-08-27,,KHE,N,0,1
1169979,N,ES,V,2013-08-27,,KAT,N,0,1
1169981,N,ES,H,2013-08-27,,KHE,N,0,1
1169983,N,ES,H,2013-08-27,,KHE,N,0,1
1169985,N,ES,V,2013-08-27,,KAT,N,0,1
1169987,N,ES,H,2013-08-27,,KHE,N,0,1
1169989,N,ES,H,2013-08-27,,KHE,N,0,1
1169991,N,ES,V,2013-08-27,,KFA,N,0,1
1169992,N,ES,H,2013-08-27,,KHE,N,0,1
1169994,N,ES,V,2013-08-27,,KFC,N,0,1
1169995,N,ES,V,2013-08-27,,KAT,N,0,1
1169996,N,ES,H,2013-08-27,,KHE,N,0,1
1169998,N,ES,V,2013-08-27,,KFC,N,0,1
1169999,N,ES,H,2013-08-27,,KHE,N,0,1
1170001,N,ES,V,2013-08-27,,KFC,N,0,1
1170002,N,ES,H,2013-09-12,,KFC,N,0,1
1170003,N,ES,V,2013-08-27,,KAT,N,0,1
1170005,N,ES,V,2013-08-27,,KHE,N,0,1
1170007,N,ES,V,2013-08-27,,KAT,N,0,1
1170008,N,ES,V,2013-08-27,,KFC,N,0,1
1170010,N,ES,V,2013-08-27,,KFC,N,0,1
1170011,N,ES,H,2013-08-27,,KHE,N,0,1
1170013,N,ES,V,2013-08-27,,KFC,N,0,1
1170015,N,ES,V,2013-08-27,,KFC,N,0,1
1170016,N,ES,H,2013-08-27,,KHE,N,0,1
1170018,N,ES,H,2013-08-27,,KHE,N,0,1
1170020,N,ES,H,2013-08-27,,KFC,N,0,1
1170022,N,ES,H,2013-08-27,,KHE,N,0,1
1170024,N,ES,H,2013-08-27,,KHE,N,0,1
1170026,N,ES,V,2013-08-27,,KHE,N,0,1
1170027,N,ES,H,2013-08-27,,KHE,N,0,1
1170029,N,ES,H,2013-08-27,,KFC,N,0,1
1170030,N,ES,H,2013-08-27,,KHE,N,0,1
1170032,N,ES,V,2013-08-27,,KFC,N,0,1
1170034,N,ES,V,2013-08-27,,KFC,N,0,1
1170035,N,ES,V,2013-08-27,,KFC,N,0,1
1170038,N,ES,H,2013-08-27,,KFC,N,0,1
1170040,N,ES,H,2013-08-27,,KHL,N,0,1
1170041,N,ES,H,2013-08-27,,KAT,N,0,1
1170044,N,ES,V,2013-08-27,,KFC,N,0,1
1170046,N,ES,V,2013-08-27,,KFC,N,0,1
1170048,N,ES,V,2013-08-27,,KFC,N,0,1
1170049,N,ES,V,2013-08-27,,KFC,N,0,1
1170051,N,ES,V,2013-08-27,,KFC,N,0,1
1170052,N,ES,H,2013-08-27,,KFC,N,0,1
1170053,N,ES,V,2013-08-27,,KFC,N,0,1
1170054,N,ES,H,2013-08-27,,KAT,N,0,1
1170055,N,ES,H,2013-08-27,,KAT,N,0,1
1170056,N,ES,H,2013-08-27,,KFC,N,0,1
1170057,N,ES,H,2013-08-27,,KFC,N,0,1
1170058,N,ES,V,2013-08-27,,KFC,N,0,1
1170059,N,ES,V,2013-08-27,,KFC,N,0,1
1170061,N,ES,V,2013-08-27,,KFC,N,0,1
1170062,N,ES,H,2013-08-27,,KFC,N,0,1
1170063,N,ES,V,2013-08-27,,KFC,N,0,1
1170064,N,ES,V,2013-08-27,,KFC,N,0,1
1170066,N,ES,V,2013-08-27,,KFC,N,0,1
1170067,N,ES,V,2013-08-27,,KHE,N,0,1
1170069,N,ES,V,2013-08-27,,KHE,N,0,1
1170071,N,ES,H,2013-08-27,,KHE,N,0,1
1170073,N,ES,H,2013-08-27,,KHE,N,0,1
1170074,N,ES,H,2013-08-27,,KHE,N,0,1
1170075,N,ES,H,2013-08-27,,KFC,N,0,1
1170077,N,ES,H,2013-08-27,,KHE,N,0,1
1170079,N,ES,H,2013-08-27,,KHE,N,0,1
1170081,N,ES,V,2013-08-27,,KHE,N,0,1
1170083,N,ES,V,2013-08-27,,KHE,N,0,1
1170085,N,ES,V,2013-08-27,,KHE,N,0,1
1170087,N,ES,H,2013-08-27,,KHE,N,0,1
1170090,N,ES,H,2013-08-27,,KHE,N,0,1
1170093,N,ES,H,2013-08-27,,KHE,N,0,1
1170095,N,ES,H,2013-08-27,,KHE,N,0,1
1170097,N,ES,V,2013-08-27,,KHE,N,0,1
1170099,N,ES,V,2013-08-27,,KHE,N,0,1
1170101,N,ES,V,2013-08-27,,KHE,N,0,1
1170102,N,ES,H,2013-08-27,,KHE,N,0,1
1170104,N,ES,H,2013-08-27,,KHE,N,0,1
1170106,N,ES,V,2013-08-27,,KHE,N,0,1
1170108,N,ES,V,2013-08-27,,KHE,N,0,1
1170110,N,ES,V,2013-08-27,,KFA,N,0,1
1170111,N,ES,H,2013-08-27,,KHE,N,0,1
1170114,N,ES,H,2013-08-27,,KHE,N,0,1
1170117,N,ES,H,2013-08-27,,KAT,N,0,1
1170118,N,ES,H,2013-08-27,,KHE,N,0,1
1170120,N,ES,H,2013-08-27,,KHE,N,0,1
1170122,N,ES,H,2013-08-27,,KHE,N,0,1
1170123,N,ES,V,2013-08-27,,KHE,N,0,1
1170125,N,ES,H,2013-08-27,,KHE,N,0,1
1170127,N,ES,H,2013-08-27,,KHE,N,0,1
1170129,N,ES,H,2013-08-27,,KHE,N,0,1
1170131,N,ES,H,2013-08-27,,KHE,N,0,1
1170133,N,ES,H,2013-08-27,,KHE,N,0,1
1170135,N,ES,V,2013-08-27,,KHE,N,0,1
1170137,N,ES,H,2013-08-27,,KHE,N,0,1
1170139,N,ES,H,2013-08-27,,KFC,N,0,1
1170140,N,ES,V,2013-08-27,,KHE,N,0,1
1170142,N,ES,V,2013-08-27,,KFC,N,0,1
1170143,N,ES,V,2013-08-27,,KHE,N,0,1
1170145,N,ES,V,2013-08-27,,KHE,N,0,1
1170147,N,ES,H,2013-08-27,,KHE,N,0,1
1170149,N,ES,H,2013-08-27,,KHE,N,0,1
1170151,N,ES,H,2013-08-27,,KHE,N,0,1
1170152,N,ES,V,2013-08-27,,KHE,N,0,1
1170154,N,ES,V,2013-08-27,,KHE,N,0,1
1170156,N,ES,V,2013-08-27,,KHE,N,0,1
1170158,N,ES,V,2013-08-27,,KHE,N,0,1
1170160,N,ES,H,2013-08-27,,KHE,N,0,1
1170162,N,ES,V,2013-08-27,,KFC,N,0,1
1170163,N,ES,V,2013-08-27,,KHE,N,0,1
1170165,N,ES,H,2013-08-27,,KHE,N,0,1
1170167,N,ES,V,2013-08-27,,KHE,N,0,1
1170169,N,ES,V,2013-08-27,,KFC,N,0,1
1170170,N,ES,V,2013-08-27,,KHE,N,0,1
1170172,N,ES,H,2013-08-27,,KFC,N,0,1
1170173,N,ES,V,2013-08-27,,KHE,N,0,1
1170175,N,ES,H,2013-08-27,,KHE,N,0,1
1170177,N,ES,V,2013-08-27,,KHE,N,0,1
1170178,N,ES,V,2013-08-27,,KFC,N,0,1
1170180,N,ES,H,2013-08-27,,KHE,N,0,1
1170182,N,ES,H,2013-08-27,,KHE,N,0,1
1170184,N,ES,V,2013-08-27,,KHE,N,0,1
1170185,N,ES,V,2013-08-27,,KHE,N,0,1
1170187,N,ES,V,2013-08-27,,KHE,N,0,1
1170189,N,ES,V,2013-08-27,,KFC,N,0,1
1170190,N,ES,V,2013-08-27,,KFC,N,0,1
1170192,N,ES,H,2013-08-27,,KAT,N,0,1
1170194,N,ES,V,2013-08-27,,KFC,N,0,1
1170195,N,ES,H,2013-08-27,,KHE,N,0,1
1170198,N,ES,H,2013-08-27,,KFC,N,0,1
1170199,N,ES,V,2013-08-27,,KFC,N,0,1
1170200,N,ES,H,2013-08-27,,KHE,N,0,1
1170202,N,ES,V,2013-08-27,,KFC,N,0,1
1170204,N,ES,V,2013-08-27,,KHE,N,0,1
1170207,N,ES,H,2013-08-27,,KHE,N,0,1
1170209,N,ES,V,2013-08-27,,KFC,N,0,1
1170213,N,ES,V,2013-08-27,,KFC,N,0,1
1170215,N,ES,H,2013-08-27,,KAT,N,0,1
1170216,N,ES,H,2013-08-27,,KFC,N,0,1
1170217,N,ES,H,2013-08-27,,KHE,N,0,1
1170219,N,ES,V,2013-08-27,,KFC,N,0,1
1170221,N,ES,H,2013-08-27,,KFC,N,0,1
1170222,N,ES,V,2013-08-27,,KFC,N,0,1
1170224,N,ES,H,2013-08-27,,KHE,N,0,1
1170226,N,ES,H,2013-08-27,,KAT,N,0,1
1170229,N,ES,H,2013-08-27,,KHE,N,0,1
1170231,N,ES,V,2013-08-27,,KAT,N,0,1
1170232,N,ES,H,2013-08-27,,KHE,N,0,1
1170234,N,ES,H,2013-08-27,,KFC,N,0,1
1170236,N,ES,H,2013-08-27,,KHE,N,0,1
1170237,N,ES,H,2013-08-27,,KFC,N,0,1
1170238,N,ES,H,2013-08-27,,KAT,N,0,1
1170239,N,ES,V,2013-08-27,,KFC,N,0,1
1170240,N,ES,H,2013-08-27,,KAT,N,0,1
1170241,N,ES,H,2013-08-27,,KHE,N,0,1
